Feature
-10.0
-38.0
-5.0
0.0
0.0
0.0
0.0
-20.0
-112.0
-38.0
-52.0
-50.0
-24.0
-110.0
-25.0
-50.0
0.0
-50.0
-50.0
0.0
-5.0
0.0
-10.0
-10.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-80.0
-80.0
-125.0
-55.0
-50.0
-160.0
-200.0
-100.0
-410.0
-150.0
-240.0
-310.0
-200.0
-175.0
-225.0
-100.0
0.0
-50.0
0.0
0.0
-246.0
-245.0
-249.0
-100.0
-20.0
-330.0
-560.0
0.0
-180.0
-200.0
-260.0
-25.0
-25.0
-40.0
0.0
-19.0
-585.0
-200.0
-199.0
0.0
-40.0
-30.0
-70.0
-65.0
-28.0
-27.0
-50.0
-45.0
-70.0
-80.0
0.0
0.0
0.0
0.0
-10.0
-10.0
-10.0
-215.0
-110.0
-165.0
-155.0
-10.0
0.0
-10.0
-30.0
-20.0
-50.0
-110.0
-280.0
-110.0
-15.0
-5.0
-5.0
0.0
0.0
-20.0
-20.0
-125.0
-185.0
-135.0
-25.0
-20.0
-10.0
-20.0
-15.0
-7.0
-38.0
-130.0
-90.0
0.0
-50.0
-3.0
-2.0
0.0
-15.0
0.0
